"Story","Title","Result","Date","Stability","Duration (s)"
"C04 f00 cr22722 back slash cannot be handled correctly in idm startup shell","C04-F00-CR22722-01 prepare test data","SUCCESS","2017-10-22T16:12:06.759Z","0.0","0.69"
"C04 f00 cr22722 back slash cannot be handled correctly in idm startup shell","C04-F00-CR22722-02 check authentication with idmUsr2","SUCCESS","2017-10-22T16:12:34.758Z","0.0","1.19"
"C04 f00 cr22722 back slash cannot be handled correctly in idm startup shell","C04-F00-CR22722-02 check user authentication with idmUsr1","SUCCESS","2017-10-22T16:12:08.752Z","0.0","26.0"
"C04 f00 cr22722 back slash cannot be handled correctly in idm startup shell","C04-F00-CR22722-03 cleanup","SUCCESS","2017-10-22T16:12:35.951Z","0.0","0.11"
"C04 f00 s01 authentication internal user","C04-F00-S01-01 internal oldap user with valid login credential should get valid LWSSO_COOKIE_KEY","SUCCESS","2017-10-22T16:12:36.246Z","0.0","1.3"
"C04 f00 s01 authentication internal user","C04-F00-S01-03 internal sysadmin with valid login credential should get valid LWSSO_COOKIE_KEY","SUCCESS","2017-10-22T16:12:37.548Z","0.0","0.7"
"C04 f00 s01 authentication internal user","C04-F00-S01-05 internal oldap user with valid credential can access idm service","SUCCESS","2017-10-22T16:12:38.249Z","0.0","2.01"
"C07 f01 s001 integration status check","C07-F01-S001-01 Check Propel integration status with SM","SUCCESS","2017-10-22T16:17:07.651Z","0.0","14.9"
"C07 f01 s002 request service catalog item","C07-F01-S002-01 Request Service Catalog Item and Approve it","SUCCESS","2017-10-22T16:17:22.558Z","0.0","56.7"
"C07 f01 s003 request support catalog item","C07-F01-S003-01 Request Support Catalog Item","SUCCESS","2017-10-22T16:18:19.345Z","0.0","13.83"
"C07 f01 s004 view knowledge article","C07-F01-S004-01 View Knowledge Article","SUCCESS","2017-10-22T16:18:34.145Z","0.0","0.88"
"C07 f02 s001 search with universal","C07-F02-S001-01 Search with Universal","SUCCESS","2017-10-22T16:30:12.651Z","0.0","30.71"
"C07 f02 s002 search with knowledge service support item","C07-F02-S002-01 Search with Articel/Service/Support","SUCCESS","2017-10-22T16:30:44.054Z","0.0","5.49"
"C07 f02 s003 search with history","C07-F02-S003-01 Search with History","SUCCESS","2017-10-22T16:30:49.646Z","0.0","2.31"
"C07 f02 s004 search with typeahead","C07-F02-S004-01 Search with Typeahead","SUCCESS","2017-10-22T16:30:52.051Z","0.0","1.4"
"C07 f03 s001 add group and grant permission","C07-F03-S001-01 Add group and Grant permission","SUCCESS","2017-10-22T16:18:45.661Z","0.0","3.52"
"C07 f04 s001 catalog admin operations","C07-F04-S001-01 Catalog Admin Operations","SUCCESS","2017-10-22T16:18:49.181Z","0.0","0.87"
"C07 f04 s002 category admin operations","C07-F04-S002-01 Category Admin Operations","SUCCESS","2017-10-22T16:18:50.172Z","0.0","1.32"
"C07 f04 s003 policy admin operations","C07-F04-S003-01 Add Policy and update catalog item","SUCCESS","2017-10-22T16:18:51.649Z","0.0","2.27"
"C07 f04 s003 policy admin operations","C07-F04-S003-02 Order catalog item which has policy approval and approve it","SUCCESS","2017-10-22T16:18:53.919Z","0.0","18.98"
"C07 f04 s003 policy admin operations","C07-F04-S003-03 Delete Policy","SUCCESS","2017-10-22T16:19:12.900Z","0.0","0.62"
"C07 f04 s004 content admin operations","C07-F04-S004-01 Content Management Admin Operations","SUCCESS","2017-10-22T16:19:13.549Z","0.0","0.93"
"C07 f04 s005 supplier synchronize requests","C07-F04-S005-01 Supplier Synchronize Service Requests","SUCCESS","2017-10-22T16:19:14.485Z","0.0","18.21"
"C07 f04 s005 supplier synchronize requests","C07-F04-S005-02 Supplier Synchronize Support Requests","SUCCESS","2017-10-22T16:19:32.700Z","0.0","23.56"
"C08 f01 s001 get catalog list","C08-F01-S001-01 Test get category list","FAILURE","2017-10-22T16:14:12.156Z","0.0","7.89"
"C08 f01 s002 get offering list","C08-F01-S002-01 Test get offering list belongs to catalog","ERROR","2017-10-22T16:40:02.550Z","0.0","21.31"
"C08 f01 s003 get offering detail","C08-F01-S003-01 Test get offering detail information","ERROR","2017-10-22T16:40:25.654Z","0.0","1.01"
"C08 f01 s004 get service list","C08-F01-S004-01 Test get service list belongs to catalog","ERROR","2017-10-22T16:40:26.849Z","0.0","0.9"
"C08 f01 s005 get featured offerings","C08-F01-S005-01 Test get featured offering belongs to catalog","ERROR","2017-10-22T16:40:27.848Z","0.0","0.52"
"C08 f01 s006 get catalog detail","C08-F01-S006-01 Test get category detail information","ERROR","2017-10-22T16:40:28.545Z","0.0","0.81"
"C08 f01 s007 get article list","C08-F01-S007-01 Test get article","ERROR","2017-10-22T16:40:29.450Z","0.0","0.71"
"C08 f01 s008 get offering price","C08-F01-S008-01 Test get offering price","ERROR","2017-10-22T16:40:30.256Z","0.0","0.79"
"C08 f01 s009 get full category","C08-F01-S009-01 Test get full category structure","ERROR","2017-10-22T16:40:31.149Z","0.0","0.92"
"C08 f01 s010 add to cart","C08-F01-S010-01 Test add offering to cart","ERROR","2017-10-22T16:40:32.154Z","0.0","0.81"
"C08 f01 s011 update cart item quantity","C08-F01-S011-01 Test update item quantity in cart","ERROR","2017-10-22T16:40:32.975Z","0.0","0.89"
"C08 f02 s001 submit service request","C08-F02-S001-01 Test submit a order without form on service offering","ERROR","2017-10-22T16:40:34.049Z","0.0","0.71"
"C08 f02 s002 submit support request","C08-F02-S002-01 Test submit a generic support request","ERROR","2017-10-22T16:40:34.848Z","0.0","1.81"
"C08 f02 s003 submit cart order","C08-F02-S003-01 Test submit a cart order","ERROR","2017-10-22T16:40:36.745Z","0.0","0.42"
"C08 f03 s001 get chat status","C08-F03-S001-01 Test chat functionality is enabled","FAILURE","2017-10-22T16:14:28.254Z","0.0","0.6"
"C08 f04 s001 auto suggested search","C08-F04-S001-01 Test auto suggested search only article and news","FAILURE","2017-10-22T16:14:28.948Z","0.0","0.61"
"C08 f04 s001 auto suggested search","C08-F04-S001-02 Test auto suggested search only service offering","FAILURE","2017-10-22T16:14:29.563Z","0.0","0.45"
"C08 f04 s001 auto suggested search","C08-F04-S001-03 Test auto suggested search only support offering","FAILURE","2017-10-22T16:14:30.020Z","0.0","0.39"
"C08 f04 s002 search","C08-F04-S002-01 Test search","FAILURE","2017-10-22T16:14:30.451Z","0.0","0.39"
"C08 f04 s003 search view article","C08-F04-S003-01 Test view article in search result","FAILURE","2017-10-22T16:14:30.851Z","0.0","0.37"
"C10 f01 s001 check k8s version","C10-F01-S001-01 check API version","SUCCESS","2017-10-22T16:15:15.757Z","0.0","0.2"
"C10 f01 s001 check k8s version","C10-F01-S001-02 check TLS version","SUCCESS","2017-10-22T16:15:15.958Z","0.0","0.09"
"C10 f02 s001 check svc status","C10-F02-S001-01 check one deploy Status auth and others","SUCCESS","2017-10-22T16:15:16.054Z","0.0","55.3"
"C10 f02 s002 check deploy controller status","C10-F02-S002-01 check deply controller pod status","FAILURE","2017-10-22T16:16:11.362Z","0.0","0.41"
"C10 f02 s003 check all pod status","C10-F02-S003-01 check all pod status","FAILURE","2017-10-22T16:16:11.856Z","0.0","0.8"
"C10 f03 s001 check configmap","C10-F03-S001-01 check configmap is created","SUCCESS","2017-10-22T16:16:12.752Z","0.0","2.37"
"C10 f03 s001 check configmap","C10-F03-S001-02 check configmap has detail value","SUCCESS","2017-10-22T16:16:15.127Z","0.0","17.89"
